instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, num_additonal_constraints, relax, fractional_callback, total_time
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 5, NA, 1522.0, 1138333, 18890, 18959.0, 19055.0, NA, NA, 0, 0, 0, False, True, False, 45700, False, False, 3646.85
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 10, NA, 873.0, 1138333, 18890, 19004.0, 19224.0, NA, NA, 0, 0, 0, False, True, False, 45700, False, False, 3645.9
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 15, NA, 21.0, 1138333, 18890, 19043.0, 19284.0, NA, NA, 0, 0, 0, False, True, False, 45700, False, False, 3644.31
facebook_combined, reduced_model, 4039, 88234, 20, 1, NA, 1.0, 2241, 1854, 1862.0, 1862.0, NA, NA, 431, 8, 0.4, False, True, False, 120, False, False, 2.17
facebook_combined, reduced_model, 4039, 88234, 20, 5, NA, 3566.0, 2516, 1854, 1903.0, 1903.0, NA, NA, 156, 7, 0.38, False, True, False, 580, False, False, 3.21
facebook_combined, reduced_model, 4039, 88234, 20, 10, NA, 5844.0, 2647, 1854, 1926.0, 1926.0, NA, NA, 25, 3, 0.17, False, True, False, 1120, False, False, 27.29
facebook_combined, reduced_model, 4039, 88234, 20, 15, NA, 20130.0, 2661, 1854, 1946.0, 1946.0, NA, NA, 11, 3, 0.17, False, True, False, 1200, False, False, 65.0
Brightkite_edges, reduced_model, 58228, 214078, 20, 1, NA, 1381.0, 57498, 947, 973.0, 973.0, NA, NA, 3422, 19, 0.76, False, True, False, 100, False, False, 3.73
Brightkite_edges, reduced_model, 58228, 214078, 20, 5, NA, 24493.0, 58690, 947, 1029.0, 1152.0, NA, NA, 2230, 13, 0.74, False, True, False, 580, False, False, 3601.97
Brightkite_edges, reduced_model, 58228, 214078, 20, 10, NA, 3654.0, 60189, 947, 1111.0, 1306.0, NA, NA, 731, 10, 0.73, False, True, False, 2840, False, False, 3602.14
Brightkite_edges, reduced_model, 58228, 214078, 20, 15, NA, 4390.0, 60833, 947, 1109.0, 1386.0, NA, NA, 87, 3, 0.24, False, True, False, 5200, False, False, 3602.01
Gowalla_edges, reduced_model, 196591, 950327, 20, 1, NA, 1230.0, 189269, 8161, 8195.0, 8195.0, NA, NA, 11270, 16, 5.61, False, True, False, 200, False, False, 15.81
Gowalla_edges, reduced_model, 196591, 950327, 20, 5, NA, 22976.0, 193384, 8161, 8267.0, 8349.0, NA, NA, 7155, 13, 5.37, False, True, False, 4520, False, False, 3614.87
Gowalla_edges, reduced_model, 196591, 950327, 20, 10, NA, 1802.0, 197822, 8161, 8337.0, 8507.0, NA, NA, 2717, 12, 5.34, False, True, False, 14680, False, False, 3616.24
Gowalla_edges, reduced_model, 196591, 950327, 20, 15, NA, 2904.0, 200138, 8161, 8392.0, 8716.0, NA, NA, 401, 5, 2.22, False, True, False, 22500, False, False, 3611.83
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 1, NA, 0.0, 314034, 3066, 3067.0, 3067.0, NA, NA, 15803, 10, 2.13, False, True, False, 2800, False, False, 10.7
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 5, NA, 2051.0, 314284, 3066, 3089.0, 3089.0, NA, NA, 15553, 19, 2.9, False, True, False, 2960, False, False, 13.02
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 10, NA, 2497.0, 316945, 3066, 3107.0, 3169.0, NA, NA, 12892, 25, 4.51, False, True, False, 4700, False, False, 3612.84
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 15, NA, 30.0, 326178, 3066, 3114.0, 3279.0, NA, NA, 3659, 9, 2.96, False, True, False, 18140, False, False, 3612.89
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 1, NA, 1.0, 1117600, 18890, 18907.0, 18907.0, NA, NA, 20733, 11, 14.24, False, True, False, 3640, False, False, 61.55
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 5, NA, 11719.0, 1124150, 18890, 18959.0, 19015.0, NA, NA, 14183, 10, 13.91, False, True, False, 13300, False, False, 3657.18
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 10, NA, 1679.0, 1131648, 18890, 19007.0, 19208.0, NA, NA, 6685, 10, 12.9, False, True, False, 28700, False, False, 3660.06
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 15, NA, 257.0, 1136342, 18890, 19052.0, 19290.0, NA, NA, 1991, 7, 9.07, False, True, False, 40720, False, False, 3653.83
